RELLAKE_WBID,RELLAKE,TOWN,STATNAME,STATIONID,PROJID,PUB
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-GREAT PINES WL XING,SUNLNWLGP,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION H,SUNLNWLH,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION H-G,SUNLNWLHG,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION I,SUNLNWLI,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION I-J,SUNLNWLIJ,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION J,SUNLNWLJ,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION K,SUNLNWLK,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE LAKE SUNAPEE-KIDDER BK AT 114,SUNLNWLKB114,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-KORON POND INLET,SUNLNWLKPI,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION L,SUNLNWLL,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-HILLTOP POND OUTLET,SUNLNWLO,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION O,SUNLNWLO1,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION Q,SUNLNWLQ,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION S,SUNLNWLS,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-STATION T,SUNLNWLT,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-TWIN LAKE VILLAGE RD COVE,SUNLNWLTLVC,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-WEST BASIN,SUNLNWLWB,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,NEW LONDON,LITTLE SUNAPEE LAKE-WOODY POINT,SUNLNWLWP,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,SPRINGFIELD,LITTLE SUNAPEE LAKE-STATION O-2,SUNLNWLO2,VLAP,LM-081
NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,SPRINGFIELD,LITTLE SUNAPEE LAKE-STATION P,SUNLNWLP,VLAP,LM-081
NHLAK700061403-09,LONG POND,DANVILLE,LONG POND-DEEP SPOT,LONDVLD,VLAP,LM-082
NHLAK700061403-09,LONG POND,DANVILLE,LONG POND-INLET,LONDVLI,VLAP,LM-082
NHLAK700061403-09,LONG POND,DANVILLE,LONG POND-LONG POND RD. INLET,LONDVLLPR,VLAP,LM-082
NHLAK700061403-09,LONG POND,DANVILLE,LONG POND-OUTLET,LONDVLO,VLAP,LM-082
NHLAK700061403-09,LONG POND,DANVILLE,LONG POND-PINE ST INLET,LONDVLPI,VLAP,LM-082
NHLAK700061403-09,LONG POND,DANVILLE,LONG POND-POWWOW RIVER AT 111A,LONDVLPR,VLAP,LM-082
NHLAK700061205-02-01,LONG POND,DRACUT,LONG POND-KAWAINIS INLET,LONPELKI,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,DRACUT,LONG POND-MASS DEEP SPOT,LONPELMAD,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,DRACUT,LONG POND-POINT SOURCE,LONPELPS,VLAP,LM-084
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-BACK COVE,LONLEMB,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-DEEP SPOT,LONLEMD,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-2ND DEEP SPOT,LONLEMD2,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-HI LEDGE ACCESS,LONLEMHLA,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-HIGH LEDGES LEFT,LONLEMHLL,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-HIGH LEDGES RIGHT,LONLEMHLR,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-LOON LANDING,LONLEMLL,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-MCPHEE COVE,LONLEMMC,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-NORTH INLET,LONLEMN,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-OUTLET IN STREAM,LONLEMO,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-PUBLIC BEACH,LONLEMPB,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-SE COVE,LONLEMSEC,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-SE HOUSES,LONLEMSEH,VLAP,LM-083
NHLAK802010101-04,LONG POND,LEMPSTER,LONG POND-WILKIE ACCESS,LONLEMWA,VLAP,LM-083
NHLAK700060502-07,LONG POND,NORTHWOOD,LONG POND-BEAVER BROOK OUTLET,LONNORB1,VLAP,
NHLAK700060502-07,LONG POND,NORTHWOOD,LONG POND-BUG BROOK OUTLET,LONNORB2,VLAP,
NHLAK700060502-07,LONG POND,NORTHWOOD,LONG POND-DEEP SPOT,LONNORD,VLAP,
NHLAK700060502-07,LONG POND,NORTHWOOD,LONG POND-INLET BROOK,LONNORI,VLAP,
NHLAK700060502-07,LONG POND,NORTHWOOD,LONG POND-NORTHWEST INLET 1,LONNORN1,VLAP,
NHLAK700060502-07,LONG POND,NORTHWOOD,LONG POND-NORTHWEST INLET 2,LONNORN2,VLAP,
NHLAK700060502-07,LONG POND,NORTHWOOD,LONG POND-WEED BROOK INLET,LONNORW,VLAP,
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-BEACH,LONPELB,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-BACTERIA SAMPLE #01,LONPELEC01,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-BACTERIA SAMPLE #02,LONPELEC02,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-JONES RD,LONPELJ,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-JONES RD PIPE,LONPELJRP,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-JONES RD AT SCENIC VIEW,LONPELJSV,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-NH DEEP SPOT,LONPELNHD,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-PARECE,LONPELPA,VLAP,LM-084
NHLAK700061205-02-01,LONG POND,PELHAM,LONG POND-ROCKY SHORE,LONPELRS,VLAP,LM-084
NHLAK700010307-01,LOON LAKE,PLYMOUTH,LOON LAKE-NEAR OUTLET IN LAKE,LOOPLYAOL,VLAP,LM-086
NHLAK700010307-01,LOON LAKE,PLYMOUTH,LOON LAKE-GARGAZ INLET BEACH,LOOPLYB1,VLAP,LM-086
NHLAK700010307-01,LOON LAKE,PLYMOUTH,LOON LAKE-MILL BROOK BEACH,LOOPLYB2,VLAP,LM-086
NHLAK700010307-01,LOON LAKE,PLYMOUTH,LOON LAKE-DEEP SPOT,LOOPLYD,VLAP,LM-086
NHLAK700010307-01,LOON LAKE,PLYMOUTH,LOON LAKE-GARGAZ INLET,LOOPLYI1,VLAP,LM-086
NHLAK700010307-01,LOON LAKE,PLYMOUTH,LOON LAKE-GARGAZ AT LAKE,LOOPLYI1L,VLAP,LM-086
NHLAK700010307-01,LOON LAKE,PLYMOUTH,LOON LAKE-MILL BROOK INLET,LOOPLYI2,VLAP,LM-086
NHLAK700010307-01,LOON LAKE,PLYMOUTH,LOON LAKE-OUTLET IN STREAM,LOOPLYO,VLAP,LM-086
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-AUSTIN BROOK,LOOGLMA,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-BERTRAND BROOK,LOOGLMB,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-BOAT LAUNCH,LOOGLMBL,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-BERTRAND BROOK PERMANENT UPSTREAM,LOOGLMBPU,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-BERTRAND BROOK SEASONAL UPSTREAM,LOOGLMBSU,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-DEEP SPOT,LOOGLMD,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-GARDNER COVE INLET,LOOGLMGC,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-GARDNER COVE BEACH,LOOGLMGCB,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-OUTLET IN STREAM,LOOGLMO,VLAP,LM-085
NHLAK700060201-01-01,LOON POND,GILMANTON,LOON POND-VARNEY BROOK,LOOGLMV,VLAP,LM-085
NHLAK600020801-04,LOUD POND,MADISON,LOUD POND-DEEP SPOT,LOUMADD,VLAP,
NHLAK600020701-02,LOWER BEECH POND,TUFTONBORO,LOWER BEECH POND-FIRST BEACH,BEELTUFB1,VLAP,LM-087
NHLAK600020701-02,LOWER BEECH POND,TUFTONBORO,LOWER BEECH POND-SECOND BEACH,BEELTUFB2,VLAP,LM-087
NHLAK600020701-02,LOWER BEECH POND,TUFTONBORO,LOWER BEECH POND-BOYS CAMP,BEELTUFBC,VLAP,LM-087
NHLAK600020701-02,LOWER BEECH POND,TUFTONBORO,LOWER BEECH POND-COVE,BEELTUFC,VLAP,LM-087
NHLAK600020701-02,LOWER BEECH POND,TUFTONBORO,LOWER BEECH POND-DEEP SPOT,BEELTUFD,VLAP,LM-087
NHLAK600020701-02,LOWER BEECH POND,TUFTONBORO,LOWER BEECH POND-INLET,BEELTUFI,VLAP,LM-087
NHLAK600020701-02,LOWER BEECH POND,TUFTONBORO,LOWER BEECH POND-OUTLET,BEELTUFO,VLAP,LM-087
NHLAK600020803-01-01,LOWER DANFORTH POND,FREEDOM,LOWER DANFORTH POND-DEEP SPOT,DANLFRED,VLAP,LM-088
NHLAK801030505-03,LOWER MOUNTAIN LAKE,HAVERHILL,NORTH MOUNTAIN LAKE-BEACH,NMOUHAVB,VLAP,LM-099
NHLAK801030505-03,LOWER MOUNTAIN LAKE,HAVERHILL,NORTH MOUNTAIN LAKE-DEEP SPOT,NMOUHAVD,VLAP,LM-099
NHLAK801030505-03,LOWER MOUNTAIN LAKE,HAVERHILL,LOWER MOUNTAIN LAKE-BACTERIA SAMPLE #01,NMOUHAVEC01,VLAP,LM-099
NHLAK801030505-03,LOWER MOUNTAIN LAKE,HAVERHILL,NORTH MOUNTAIN LAKE-LAGOON,NMOUHAVL,VLAP,LM-099
NHLAK801030505-03,LOWER MOUNTAIN LAKE,HAVERHILL,NORTH MOUNTAIN LAKE-OUTLET,NMOUHAVO,VLAP,LM-099
NHLAK700060402-10-01,LOWER SUNCOOK POND,BARNSTEAD,LOWER SUNCOOK POND-BEACH 2,SUNLBRNB2,VLAP,LM-089
NHLAK700060402-10-01,LOWER SUNCOOK POND,BARNSTEAD,LOWER SUNCOOK POND-DEEP SPOT,SUNLBRND,VLAP,LM-089
NHLAK700060402-10-01,LOWER SUNCOOK POND,BARNSTEAD,LOWER SUNCOOK POND-MORINS INLET,SUNLBRNM,VLAP,LM-089
NHLAK700060402-10-01,LOWER SUNCOOK POND,BARNSTEAD,LOWER SUNCOOK POND-NARROWS BR INLET,SUNLBRNNB,VLAP,LM-089
NHLAK700060402-10-01,LOWER SUNCOOK POND,BARNSTEAD,LOWER SUNCOOK POND-NARROWS RD INLET,SUNLBRNNR,VLAP,LM-089
NHLAK700060402-10-01,LOWER SUNCOOK POND,BARNSTEAD,LOWER SUNCOOK POND-OUTLET,SUNLBRNO,VLAP,LM-089
NHLAK600030705-02-01,LUCAS POND,NORTHWOOD,LUCAS POND-DEEP SPOT,LUCNORD,VLAP,
NHLAK700060201-02,LYFORD POND,CANTERBURY,LYFORD POND-DEEP SPOT,LYFCNTD,VLAP,LM-186
NHLAK700060201-02,LYFORD POND,CANTERBURY,LYFORD POND-NORTHEAST COVE,LYFCNTNEC,VLAP,LM-186
NHLAK700060201-02,LYFORD POND,CANTERBURY,LYFORD POND-NORTHEAST INLET,LYFCNTNEI,VLAP,LM-186
NHLAK700060201-02,LYFORD POND,CANTERBURY,LYFORD POND-SOUTHEAST BEACH,LYFCNTSEB,VLAP,LM-186
NHLAK700060503-04,MARSH POND,CHICHESTER,MARSH POND-DEEP SPOT,MARCHID,VLAP,
NHLAK700060503-04,MARSH POND,CHICHESTER,MARSH POND-INLET,MARCHII,VLAP,
NHLAK700060503-04,MARSH POND,CHICHESTER,MARSH POND-OUTLET,MARCHIO,VLAP,
NHLAK700060503-04,MARSH POND,CHICHESTER,MARSH POND-OUTLET AT CROSS ROAD,MARCHIOCRD,VLAP,
NHLAK700060503-04,MARSH POND,CHICHESTER,MARSH POND-SOUTH INLET,MARCHISI,VLAP,
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-CULVERT,MARLANC,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-DEEP SPOT,MARLAND,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-BACTERIA SAMPLE #01,MARLANEC01,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-BACTERIA SAMPLE #02,MARLANEC02,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-FERGUSON,MARLANF,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-FIELD CORNER,MARLANFC,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-INLET,MARLANI,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-KENDALL,MARLANK,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-MCCARTEN,MARLANMC,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-OUTLET,MARLANO,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-WEEKS,MARLANW,VLAP,LM-090
NHLAK801030102-02,MARTIN MEADOW POND,LANCASTER,MARTIN MEADOW POND-WHITHED,MARLANWHI,VLAP,LM-090
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-STATION 1 DEEP SPOT,MASENF1D,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-STATION 2 DEEP SPOT,MASENF2D,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-BROWNS BROOK,MASENFB,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-BALTIC MILLS,MASENFBM,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-CANAAN CANOE LAUNCH,MASENFCCL,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-DULACS BROOK,MASENFDB,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-EASTSIDE BROOK INLET,MASENFEBI,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-BACTERIA SAMPLE #01,MASENFEC01,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-ESSENBERG,MASENFESBG,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-RED BARN BRIDGE,MASENFFRBB,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-GEORGE POND OUTLET,MASENFGPO,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-KNOX RIVER INLET,MASENFK,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-KNOX R ABOVE SUSPECT,MASENFKA,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-KNOX R BELOW SUSPECT,MASENFKB,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-KNOX RIVER BELOW GARDEN,MASENFKG,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-LASALETTE BROOK,MASENFL,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-LASALETTE #3,MASENFL3,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-LASALETTE #7,MASENFL7,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-LOWER SHAKER BROOK,MASENFLSB,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-MASCOMA RIVER INLET,MASENFM,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-MT CALM CEMETARY,MASENFMCC,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-MCCONNELL RD,MASENFMCRD,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-MASCOMA RIVER ABOVE,MASENFMRA,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-DAM OUTLET,MASENFO,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-PATTEN BRIDGE,MASENFPB,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-PUMP STATION CULVERT,MASENFPSC,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-RT 4A BRIDGE,MASENFRT4A,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-SHAKER BROOK,MASENFS1,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-SMITH POND BROOK,MASENFS2,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,ENFIELD,MASCOMA LAKE-SWIM AREA,MASENFSA,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,LEBANON,MASCOMA LAKE-4A LEBANON BROOK,MASENF4A,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,LEBANON,MASCOMA LAKE-BUSKEY 1,MASENFBKY1,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,LEBANON,MASCOMA LAKE-BUSKEY 2,MASENFBKY2,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,LEBANON,MASCOMA LAKE-BACTERIA SAMPLE #02,MASENFEC02,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,LEBANON,MASCOMA LAKE-MANCHESTER DRIVE CULVERT,MASENFMC,VLAP,LM-091
NHLAK801060105-04-01,MASCOMA LAKE,LEBANON,MASCOMA LAKE-SUCKER BROOK,MASENFS,VLAP,LM-091
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-BABCOCK BROOK,MASBRAB,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-CASINO BROOK,MASBRAC1,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-COLBY BROOK,MASBRAC2,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,MASSASECUM LAKE-CASINO BEACH,MASBRACBCH,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-DEEP SPOT,MASBRAD,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-DAVIS 2A,MASBRAD2A,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-DAVIS BROOK,MASBRADB,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-DAVIS BROOK #2,MASBRADB2,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-DAVIS BROOK #3,MASBRADB3,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-DAVIS BROOK #4,MASBRADB4,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-BACTERIA SAMPLE #01,MASBRAEC01,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-BACTERIA SAMPLE #02,MASBRAEC02,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-FRENCHES PARK BROOK,MASBRAF,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-FRENCHS PARK BEACH,MASBRAFPB,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-HOWLETT BROOK,MASBRAH,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,MASSASECUM LAKE-KERR,MASBRAK,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-MOUNTAIN INN BROOK AT RD,MASBRAM1,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-MELVIN BK OUTLET,MASBRAMO,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-MELVIN BK OUTLET #1,MASBRAMO1,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-PIERCE RD BROOK,MASBRAP,VLAP,LM-092
NHLAK700030302-04-01,MASSASECUM LAKE,BRADFORD,LAKE MASSASECUM-PIERCE BROOK 2,MASBRAP2,VLAP,LM-092
NHLAK700060801-02,MAXWELL POND,MANCHESTER,MAXWELL POND-INLET,01B-BKB,VLAP,
NHLAK700060801-02,MAXWELL POND,MANCHESTER,MAXWELL POND-OUTLET,01-BKB,VLAP,
NHLAK700060801-02,MAXWELL POND,MANCHESTER,MAXWELL POND-DEEP SPOT,MAXMAND,VLAP,
NHLAK802010101-05,MAY POND,WASHINGTON,MAY POND-BUTTERFIELD OUTLET,MAYWASB,VLAP,
NHLAK802010101-05,MAY POND,WASHINGTON,MAY POND-DEEP SPOT,MAYWASD,VLAP,
NHLAK802010101-05,MAY POND,WASHINGTON,MAY POND-MILL PD INLET,MAYWASM,VLAP,
NHLAK802010101-05,MAY POND,WASHINGTON,MAY POND-OUTLET,MAYWASO,VLAP,
NHLAK802010101-05,MAY POND,WASHINGTON,MAY POND-VICKERY PD INLET,MAYWASV,VLAP,
NHLAK700060803-03,MCQUESTEN POND,MANCHESTER,"FORMER MCQUESTEN POND OUTLET, DOWNSTREAM OF 04A-MQB AND 05-MQB CONFLUENCE",03-MQB,VLAP,
NHLAK700060803-03,MCQUESTEN POND,MANCHESTER,MCQUESTEN POND-DEEP SPOT (INACTIVE),04-MQB,VLAP,
NHLAK700060803-03,MCQUESTEN POND,MANCHESTER,MCQUESTEN POND-INLET/50' D/S FROM OUTLET OF S.MAIN ST,05-MQB,VLAP,
NHLAK700060803-03,MCQUESTEN POND,MANCHESTER,MCQUESTEN POND-MCQUESTEN BROOK,MCQMANM,VLAP,
NHLAK802010303-02,MEETINGHOUSE POND,MARLBOROUGH,MEETINGHOUSE POND-DEEP SPOT,MEEMARD,VLAP,
NHLAK700040401-01-01,MELENDY POND,BROOKLINE,MELENDY POND-DEEP SPOT,MELBRLD,VLAP,
NHLAK700040401-01-01,MELENDY POND,BROOKLINE,MELENDY POND-MARSH INLET,MELBRLM,VLAP,
NHLAK700040401-01-01,MELENDY POND,BROOKLINE,MELENDY POND-OUTLET,MELBRLO,VLAP,
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-COLUMBUS AVE,MESNWL1,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-143 FOREST ACRES RD,MESNWL143,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-COUNTY RD 2,MESNWL2,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-216 FOREST ACRES RD,MESNWL216,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-219 FOREST ACRES RD,MESNWL219,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-253 FOREST ACRES RD,MESNWL253,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-FIELDSTONE LANE,MESNWL3,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-370 FIELDSTONE LN,MESNWL370,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-89 CULVERT,MESNWL89C,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-BROWN INLET,MESNWLB,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-BROWN INLET ROADSIDE,MESNWLBRI,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-COUNTY RD INLET,MESNWLC,VLAP,LM-093
NHLAK700030303-04,MESSER POND,NEW LONDON,MESSER POND-DEEP SPOT,MESNWLD,VLAP,LM-093
