RELLAKE_WBID,RELLAKE,TOWN,STATNAME,STATIONID,PROJID,PUB
NHLAK600020303-05,BIG PEA PORRIDGE POND,MADISON,BIG PEA PORRIDGE POND-THUSIS BEACH,PEABMADT,VLAP,LM-114
NHLAK600020303-05,BIG PEA PORRIDGE POND,MADISON,BIG PEA PORRIDGE POND-U TURN BEACH,PEABMADU,VLAP,LM-114
NHLAK600020303-05,BIG PEA PORRIDGE POND,MADISON,BIG PEA PORRIDGE POND-VENDOLA BEACH,PEABMADV,VLAP,LM-114
NHLAK700030302-01,BILLINGS POND,SUTTON,BILLINGS POND-DEEP SPOT,BILSUTD,VLAP,
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-BROWN INLET,BLASUTB1,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-BILLINGS INLET,BLASUTB2,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-BAILEY BEACH,BLASUTBB,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-BUM CARTER COVE,BLASUTBCC,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-BEACH GENERIC,BLASUTBCH,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-BILLINGS POND,BLASUTBP,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-DEEP SPOT,BLASUTD,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-BACTERIA SAMPLE #02,BLASUTEC02,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-GEOFFRION,BLASUTGN,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-NORTH SHORE TRIB,BLASUTNST,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-OUTLET,BLASUTO,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-PRATT,BLASUTPT,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-RUSSELL INLET,BLASUTR,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-RUSSELL POND,BLASUTRP,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-SHEEP DIP INLET,BLASUTSDI,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-WABASSO,BLASUTW,VLAP,LM-010
NHLAK700030302-02,BLAISDELL LAKE,SUTTON,BLAISDELL LAKE-WRIGHTS BEACH,BLASUTWRB,VLAP,LM-010
NHLAK802010201-01,BOLSTER POND,SULLIVAN,BOLSTER POND-DEEP SPOT,BOLSULD,VLAP,
NHLAK802010201-01,BOLSTER POND,SULLIVAN,BOLSTER POND-INLET,BOLSULI,VLAP,
NHLAK802010201-01,BOLSTER POND,SULLIVAN,BOLSTER POND-OUTLET,BOLSULO,VLAP,
NHIMP700060301-01,BOW FIRE POND DAM,BOW,TUREE POND-FIREHOUSE POND OUTLET,TURBOWFPO,VLAP,
NHLAK600030604-01-01,BOW LAKE,NORTHWOOD,BOW LAKE-ZERDAS RUN,BOWSFF10,VLAP,
NHLAK600030604-01-01,BOW LAKE,NORTHWOOD,BOW LAKE-BENSON BROOK,BOWSFF11,VLAP,
NHLAK600030604-01-01,BOW LAKE,NORTHWOOD,BOW LAKE-SHUFFLE BROOK,BOWSFF12,VLAP,
NHLAK600030604-01-01,BOW LAKE,NORTHWOOD,BOW LAKE-#7,BOWSFF7,VLAP,
NHLAK600030604-01-01,BOW LAKE,NORTHWOOD,BOW LAKE-RSENAULTS BROOK,BOWSFF8,VLAP,
NHLAK600030604-01-01,BOW LAKE,NORTHWOOD,BOW LAKE-SHERBOURNE BROOK,BOWSFF9,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-BAKERS BROOK,BOWSFF1,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-BUZZELS RUN,BOWSFF13,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-PROVINCE BROOK,BOWSFF14,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-PETERMAN BROOK,BOWSFF15,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-PAINES BROOK,BOWSFF16,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-CAROLINES BROOK,BOWSFF2,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-FOSS BROOK,BOWSFF3,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-DINEENS RUN,BOWSFF4,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-#5,BOWSFF5,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-LAROCCA FALLS BROOK,BOWSFF6,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-DEEP SPOT,BOWSFFD,VLAP,
NHLAK600030604-01-01,BOW LAKE,STRAFFORD,BOW LAKE-OUTLET,BOWSFFO,VLAP,
NHLAK700030403-02,BRADLEY LAKE,ANDOVER,BRADLEY LAKE-DEEP SPOT,BRAANDD,VLAP,
NHLAK700030403-02,BRADLEY LAKE,ANDOVER,BRADLEY LAKE-INLET,BRAANDI,VLAP,
NHLAK700030403-02,BRADLEY LAKE,ANDOVER,BRADLEY LAKE-OUTLET,BRAANDO,VLAP,
NHLAK600020804-01-03,BROAD BAY,OSSIPEE,BROAD BAY-BEACH CLUB,BROOSSBC,VLAP,LM-012
NHLAK600020804-01-03,BROAD BAY,OSSIPEE,BROAD BAY-DEEP SPOT,BROOSSD,VLAP,LM-012
NHLAK600020804-01-03,BROAD BAY,OSSIPEE,BROAD BAY-DANFORTH BROOK,BROOSSDB,VLAP,LM-012
NHLAK600020804-01-03,BROAD BAY,OSSIPEE,BROAD BAY-SULLIVAN,BROOSSSLV,VLAP,LM-012
NHLAK801030101-01-01,BURNS POND,WHITEFIELD,BURNS POND-DEEP SPOT,BURWHID,VLAP,
NHLAK801030101-01-01,BURNS POND,WHITEFIELD,BURNS POND-INLET,BURWHII,VLAP,
NHLAK801030101-01-01,BURNS POND,WHITEFIELD,BURNS POND-OUTLET,BURWHIO,VLAP,
NHLAK700060703-01,CALEF POND,AUBURN,CALEF POND-DEEP SPOT,CALAUBD,VLAP,
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-BACK BAY RD,CANCANBBR,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-DEEP SPOT,CANCAND,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-BACTERIA SAMPLE #01,CANCANEC01,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-BACTERIA SAMPLE #02,CANCANEC02,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-BACTERIA SAMPLE #03,CANCANEC03,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-BACTERIA SAMPLE #04,CANCANEC04,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-INLET,CANCANI,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-INLET AT FERNWOOD FARMS,CANCANIFF,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-OUTLET,CANCANO,VLAP,LM-014
NHLAK801060101-01-01,CANAAN STREET LAKE,CANAAN,CANAAN STREET LAKE-TOWN BEACH,CANCANTB,VLAP,LM-014
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-2 COVE,CAN02CL,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE STATION 04,CANWIN04,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE STATION 05,CANWIN05,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-DEEP SPOT,CANWIND,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-FROG ROCK,CANWINFR,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-INLET,CANWINI,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-I93 DETENTION BASIN,CANWINI93,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-INTAKE,CANWINITK,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-NORTHEAST COVE,CANWINNEC,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-PRIVATE DOCKS,CANWINPD,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-WEST SHORE RD SEEP,CANWINSEEP,VLAP,LM-015
NHLAK700061102-02,CANOBIE LAKE,WINDHAM,CANOBIE LAKE-SOUTH SHORE DRAINAGE,CANWINSS,VLAP,LM-015
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-30 PLAISTED CIRCLE,CAPSAL30,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-7 CAPTAINS DR,CAPSAL7CAP,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-BUZZELL COVE,CAPSALBC,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-BOAT LAUNCH,CAPSALBL,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-DEEP SPOT,CAPSALD,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAIN POND-GALLOW,CAPSALG,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-INLET,CAPSALI,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-OUTLET,CAPSALO,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-21 PLAISTED EXT,CAPSALP21,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-42 PLAISTED,CAPSALP42,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-44 PLAISTED,CAPSALP44,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-YMCA,CAPSALYMCA,VLAP,LM-016
NHLAK700061102-03-01,CAPTAIN POND,SALEM,CAPTAINS POND-CAMP Y WOOD,CAPSALYWOOD,VLAP,LM-016
NHLAK802020203-01,CASS POND,RICHMOND,CASS POND-DEEP SPOT,CASRICD,VLAP,
NHLAK802010201-02,CENTER POND,NELSON,CENTER POND-DEEP SPOT,CENNELD,VLAP,
NHLAK802010201-03,CENTER POND,STODDARD,CENTER POND-BOAT LANDING,CENSTDBL,VLAP,
NHLAK802010201-03,CENTER POND,STODDARD,CENTER POND-DEEP SPOT,CENSTDD,VLAP,
NHLAK802010201-03,CENTER POND,STODDARD,CENTER POND-END CAMP BROOK,CENSTDE,VLAP,
NHLAK802010201-03,CENTER POND,STODDARD,CENTER POND-OUTLET,CENSTDO,VLAP,
NHLAK801060402-03,CHALK POND,NEWBURY,CHALK POND-CULVERT B,CHANBYCB,VLAP,LM-017
NHLAK801060402-03,CHALK POND,NEWBURY,CHALK POND-DEEP SPOT,CHANBYD,VLAP,LM-017
NHLAK801060402-03,CHALK POND,NEWBURY,CHALK POND-INLET,CHANBYI,VLAP,LM-017
NHLAK801060402-03,CHALK POND,NEWBURY,CHALK POND-MAIN BEACH,CHANBYMB,VLAP,LM-017
NHLAK801060402-03,CHALK POND,NEWBURY,CHALK POND-NORTH BEACH,CHANBYNB,VLAP,LM-017
NHLAK801060402-03,CHALK POND,NEWBURY,CHALK POND-OUTLET,CHANBYO,VLAP,LM-017
NHLAK801060402-03,CHALK POND,NEWBURY,CHALK POND-SOUTH BEACH,CHANBYSB,VLAP,LM-017
NHLAK801060402-03,CHALK POND,NEWBURY,CHALK POND-WEST CULVERT,CHANBYWC,VLAP,LM-017
NHLAK802010201-04,CHAPMAN POND,SULLIVAN,CHAPMAN POND-COVE,CHASULC,VLAP,
NHLAK802010201-04,CHAPMAN POND,SULLIVAN,CHAPMAN POND-DEEP SPOT,CHASULD,VLAP,
NHLAK802010201-04,CHAPMAN POND,SULLIVAN,CHAPMAN POND-OUTLET,CHASULO,VLAP,
NHLAK802010201-04,CHAPMAN POND,SULLIVAN,CHAPMAN POND-WEGMAN INLET,CHASULWI,VLAP,
NHLAK700030402-01,CHASE POND,WILMOT,CHASE POND-BEACH,CHAWLMBCH,VLAP,LM-019
NHLAK700030402-01,CHASE POND,WILMOT,CHASE POND-COVE,CHAWLMC,VLAP,LM-019
NHLAK700030402-01,CHASE POND,WILMOT,CHASE POND-DEEP SPOT,CHAWLMD,VLAP,LM-019
NHLAK700030402-01,CHASE POND,WILMOT,CHASE POND-INLET,CHAWLMI,VLAP,LM-019
NHLAK700030402-01,CHASE POND,WILMOT,CHASE POND-OUTLET,CHAWLMO,VLAP,LM-019
NHLAK700030402-01,CHASE POND,WILMOT,CHASE POND-ROAD,CHAWLMRD,VLAP,LM-019
NHLAK802010202-01,CHESHAM POND,HARRISVILLE,CHESHAM POND-CHESHAM INLET,CHEHARCI,VLAP,LM-192
NHLAK802010202-01,CHESHAM POND,HARRISVILLE,CHESHAM POND-DEEP SPOT,CHEHARD,VLAP,LM-192
NHLAK802010202-01,CHESHAM POND,HARRISVILLE,CHESHAM POND-EAST INLET,CHEHAREI,VLAP,LM-192
NHLAK802010202-01,CHESHAM POND,HARRISVILLE,CHESHAM POND-OUTLET,CHEHARO,VLAP,LM-192
NHLAK802010202-01,CHESHAM POND,HARRISVILLE,CHESHAM POND-SUNSET HILL INLET,CHEHARSHI,VLAP,LM-192
NHLAK802010202-01,CHESHAM POND,HARRISVILLE,CHESHAM POND-SEAVER INLET,CHEHARSI,VLAP,LM-192
NHLAK700060502-03,CHESTNUT POND,EPSOM,CHESTNUT POND-BARBS DOCK,CHEEPSBARB,VLAP,LM-020
NHLAK700060502-03,CHESTNUT POND,EPSOM,CHESTNUT POND-CHASES DOCK,CHEEPSCHASE,VLAP,LM-020
NHLAK700060502-03,CHESTNUT POND,EPSOM,CHESTNUT POND-DEEP SPOT,CHEEPSD,VLAP,LM-020
NHLAK700060502-03,CHESTNUT POND,EPSOM,CHESTNUT POND-EAST SIDE INLET,CHEEPSESI,VLAP,LM-020
NHLAK700060502-03,CHESTNUT POND,EPSOM,CHESTNUT POND-INLET,CHEEPSI,VLAP,LM-020
NHLAK700060502-03,CHESTNUT POND,EPSOM,CHESTNUT POND-OUTLET,CHEEPSO,VLAP,LM-020
NHLAK802010202-02,CHILDS BOG,HARRISVILLE,CHILDS BOG-DEEP SPOT,CHIHARD,VLAP,
NHLAK802010202-02,CHILDS BOG,HARRISVILLE,CHILDS BOG-INLET,CHIHARI,VLAP,
NHLAK802010202-02,CHILDS BOG,HARRISVILLE,CHILDS BOG-MILLER GLINE INLET,CHIHARMG,VLAP,
NHLAK802010202-02,CHILDS BOG,HARRISVILLE,CHILDS BOG-OUTLET,CHIHARO,VLAP,
NHLAK801010301-01,CLARKSVILLE POND,CLARKSVILLE,CLARKSVILLE POND-DEEP SPOT,CLACLKD,VLAP,
NHLAK700030505-01,CLEMENT POND,HOPKINTON,CLEMENT POND-BOAT LAUNCH,CLEHOPBL,VLAP,LM-022
NHLAK700030505-01,CLEMENT POND,HOPKINTON,CLEMENT POND-CAMP BEACH,CLEHOPCB,VLAP,LM-022
NHLAK700030505-01,CLEMENT POND,HOPKINTON,CLEMENT POND-DEEP SPOT,CLEHOPD,VLAP,LM-022
NHLAK700030505-01,CLEMENT POND,HOPKINTON,CLEMENT POND-HOPKINTON INLET,CLEHOPHI,VLAP,LM-022
NHLAK700030505-01,CLEMENT POND,HOPKINTON,CLEMENT POND-HARDY BROOK OUTLET,CLEHOPO,VLAP,LM-022
NHLAK700060202-03-01,CLOUGH POND,LOUDON,CLOUGH POND-DEEP SPOT,CLOLOUD,VLAP,LM-023
NHLAK700060202-03-01,CLOUGH POND,LOUDON,CLOUGH POND-INLET,CLOLOUI,VLAP,LM-023
NHLAK700060202-03-01,CLOUGH POND,LOUDON,CLOUGH POND-OUTLET,CLOLOUO,VLAP,LM-023
NHLAK700060202-03-01,CLOUGH POND,LOUDON,CLOUGH POND-TOWN BEACH,CLOLOUTB,VLAP,LM-023
NHLAK700061204-01-01,"COBBETTS POND, STN 1",WINDHAM,COBBETTS POND-FOSSA RD INLET,COBWINFR,VLAP,LM-024
NHLAK700061204-01-01,"COBBETTS POND, STN 1",WINDHAM,COBBETTS POND-HORSESHOE RD,COBWINHS,VLAP,LM-024
NHLAK700061204-01-01,"COBBETTS POND, STN 1",WINDHAM,COBBETTS POND-MONSON INLET,COBWINMI,VLAP,LM-024
NHLAK700061204-01-01,"COBBETTS POND, STN 1",WINDHAM,COBBETTS POND-MUELLER STREAM,COBWINMS,VLAP,LM-024
NHLAK700061204-01-01,"COBBETTS POND, STN 1",WINDHAM,COBBETTS POND-OUTLET,COBWINO,VLAP,LM-024
NHLAK700061204-01-01,"COBBETTS POND, STN 1",WINDHAM,COBBETTS POND-STATION 1 DEEP SPOT,COBWINSD,VLAP,LM-024
NHLAK700061204-01-01,"COBBETTS POND, STN 1",WINDHAM,COBBETTS POND-TOWN BEACH,COBWINTB,VLAP,LM-024
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-ARMSTRONG,COBWINARM,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-BELOW DUNKIN DONTUS,COBWINBDD,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-BELLA VISTA,COBWINBV,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-HOLLOW GLENN BROOK,COBWINCB,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-CONNIES BROOK AT 111,COBWINCB111,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,CONNIES BROOK AT CVS,COBWINCBCVS,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-CONNIES BK WEST,COBWINCBW,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-CASTLETON CULVERT,COBWINCC,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-COMMUNITY BEACH,COBWINCOM,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-DINSMORE EAST,COBWINDE,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-DINSMORE WEST,COBWINDW,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-HERONS COVE,COBWINHC,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-MAIN INLET CASTLETON BROOK,COBWINI,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-MESS,COBWINMESS,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-STATION 2 DEEP SPOT,COBWINND,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-SAWYER INLET,COBWINSI,VLAP,LM-025
NHLAK700061204-01-01,"COBBETTS POND, STN 2",WINDHAM,COBBETTS POND-WALKEY RD,COBWINWR,VLAP,LM-025
NHLAK700030403-03,COLD POND,ANDOVER,COLE POND-BEACH,COLANDB,VLAP,LM-026
NHLAK700030403-03,COLD POND,ANDOVER,COLD POND-DEEP SPOT,COLANDD,VLAP,LM-026
NHLAK700030403-03,COLD POND,ANDOVER,COLD POND-MAIN INLET,COLANDI1,VLAP,LM-026
NHLAK700030403-03,COLD POND,ANDOVER,COLD POND-2ND INLET,COLANDI2,VLAP,LM-026
NHLAK700030403-03,COLD POND,ANDOVER,COLD POND-DAM OUTLET,COLANDO,VLAP,LM-026
NHLAK802020202-01,COLLINS POND,FITZWILLIAM,COLLINS POND-DEEP SPOT,COLFITD,VLAP,
NHLAK600020802-02,CONNER POND,OSSIPEE,CONNER POND-BOAT LAUNCH,CONOSSBL,VLAP,LM-027
NHLAK600020802-02,CONNER POND,OSSIPEE,CONNER POND-DEEP SPOT,CONOSSD,VLAP,LM-027
NHLAK700030204-02,CONTENTION POND,HILLSBOROUGH,CONTENTION POND-BEACH,CONHSBB,VLAP,LM-028
NHLAK700030204-02,CONTENTION POND,HILLSBOROUGH,CONTENTION POND-DEEP SPOT,CONHSBD,VLAP,LM-028
NHLAK700030204-02,CONTENTION POND,HILLSBOROUGH,CONTENTION POND-NORTH INLET,CONHSBIN,VLAP,LM-028
NHLAK700030204-02,CONTENTION POND,HILLSBOROUGH,CONTENTION POND-NORTHEAST INLET,CONHSBINE,VLAP,LM-028
NHLAK700030204-02,CONTENTION POND,HILLSBOROUGH,CONTENTION POND-SOUTH INLET,CONHSBIS,VLAP,LM-028
NHLAK700030204-02,CONTENTION POND,HILLSBOROUGH,CONTENTION POND-OUTLET,CONHSBO,VLAP,LM-028
NHLAK700030204-02,CONTENTION POND,HILLSBOROUGH,CONTENTION POND-SITE #1,CONHSBS1,VLAP,LM-028
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-JOWDER COVE INLET,CONJAF1,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-COCHRANE INLET E,CONJAF2,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-COCHRANE INLET W,CONJAF3,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-366 SQUANTUM RD,CONJAF366SR,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-SQUANTUM INLET,CONJAF4,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-DARCIE RD INLET,CONJAF4UP,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-RUE DESCHENES INLET,CONJAF5,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-TOWNLINE INLET,CONJAF6,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-TOWNLINE INLET UPSTREAM,CONJAF6UP,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-WALSH INLET,CONJAF7,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-WOODBOUND INLET,CONJAF8,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-TAFT INLET U/S,CONJAF9,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-BELOW AIRPORT,CONJAFBA,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-DEEP SPOT,CONJAFD,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-BACTERIA SAMPLE #01,CONJAFEC01,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-HUNT ROAD,CONJAFH,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-HUNT ROAD UPSTREAM,CONJAFHU,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-HUNT RD FAR UPSTREAM,CONJAFHU2,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-JOWDER COVE INLET UPSTREAM,CONJAFJ1UP,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-DAM OUTLET,CONJAFO,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-PUBLIC BEACH,CONJAFPB,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-SQUANTUM 3,CONJAFS3,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-SQUANTUM BRIDGE,CONJAFSB,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-SOUTH END,CONJAFSE,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,JAFFREY,CONTOOCOOK LAKE-WOODMERE,CONJAFW,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,RINDGE,CONTOOCOOK LAKE-BACTERIA SAMPLE #02,CONJAFEC02,VLAP,LM-029
NHLAK700030101-03-01,CONTOOCOOK LAKE,RINDGE,CONTOOCOOK LAKE-ISLAND NORTH SIDE,CONJAFIN,VLAP,LM-029
NHIMP801010102-01,COON BROOK- COON BROOK BOG DAM,PITTSBURG,COON BROOK BOG-DEEP SPOT,COOPITD,VLAP,
NHLAK700061403-03-01,COUNTRY POND,KINGSTON,COUNTRY POND-NORTHWEST INLET,COUKINNWI,VLAP,LM-030
NHLAK700061403-03-01,COUNTRY POND,KINGSTON,COUNTRY POND-OUTLET,COUKINO,VLAP,LM-030
NHLAK700061403-03-01,COUNTRY POND,KINGSTON,COUNTRY POND-SOUTHWEST INLAKE,COUKINSWL,VLAP,LM-030
NHLAK700061403-03-01,COUNTRY POND,NEWTON,COUNTRY POND-DEEP SPOT,COUKIND,VLAP,LM-030
NHLAK700061403-03-01,COUNTRY POND,NEWTON,COUNTRY POND-SOUTH INLET,COUKINNS,VLAP,LM-030
