RELLAKE,RELLAKE_WBID,WATERBODYID,WATERBODYNAME,BEST_TROPHIC_CLASS
ROUND POND,NHLAK600020803-07,NHLAK600020803-07,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600020803-07,NHLAK600020803-07,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600020803-07,NHLAK600020803-07,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600020803-07,NHLAK600020803-07,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600020803-07,NHLAK600020803-07,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600020803-07,NHLAK600020803-07,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK801030502-04,NHLAK801030502-04,ROUND POND,MESOTROPHIC
ROUND POND,NHLAK801030502-04,NHLAK801030502-04,ROUND POND,MESOTROPHIC
ROUND POND,NHLAK600030704-03,NHLAK600030704-03,ROUND POND,EUTROPHIC
ROUND POND,NHLAK600030704-03,NHLAK600030704-03,ROUND POND,EUTROPHIC
ROUND POND,NHLAK801010102-03,NHLAK801010102-03,ROUND POND,MESOTROPHIC
ROUND POND,NHLAK801010102-03,NHLAK801010102-03,ROUND POND,MESOTROPHIC
ROUND POND,NHLAK801030502-04,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
ROUND POND,NHLAK801010102-03,NHLAK801010102-03,ROUND POND,MESOTROPHIC
ROUND POND,NHLAK400010602-02,NHLAK400010602-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK400010602-02,NHLAK400010602-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK400010602-02,NHLAK400010602-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600030606-03-02,NHLAK600030606-03-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600020803-07,NHLAK600020803-07,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK600020803-07,NHLAK600020803-07,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK400010602-02,NHLAK400010602-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK400010602-02,NHLAK400010602-02,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK700060401-08,NHLAK700060401-08,ROUND POND,EUTROPHIC
ROUND POND,NHLAK700060401-08,NHLAK700060401-08,ROUND POND,EUTROPHIC
ROUND POND,NHLAK700060401-09,NHLAK700060401-09,ROUND POND,OLIGOTROPHIC
ROUND POND,NHLAK801030502-04,NHLAK801030502-04,ROUND POND,MESOTROPHIC
RUSSELL POND,NHLAK700010203-02,NHLAK700010203-02,RUSSELL POND,OLIGOTROPHIC
RUSSELL POND,NA,NHLAK700010203-02,RUSSELL POND,OLIGOTROPHIC
RUSSELL POND,NHLAK700030302-05,NHLAK700030302-05,RUSSELL POND,MESOTROPHIC
RUSSELL POND,NHLAK700030302-05,NHLAK700030302-05,RUSSELL POND,MESOTROPHIC
RUSSELL POND,NHLAK700010203-02,NHLAK700010203-02,RUSSELL POND,OLIGOTROPHIC
RUSSELL POND,NHLAK700010203-02,NHLAK700010203-02,RUSSELL POND,OLIGOTROPHIC
RUSSELL POND,NHLAK700010203-02,NHLAK700010203-02,RUSSELL POND,OLIGOTROPHIC
RUSSELL RESERVOIR,NHLAK802010202-07,NHLAK802010202-07,RUSSELL RESERVOIR,MESOTROPHIC
RUSSELL RESERVOIR,NHLAK802010202-07,NHLAK802010202-07,RUSSELL RESERVOIR,MESOTROPHIC
RUSSELL RESERVOIR,NHLAK802010202-07,NHLAK802010202-07,RUSSELL RESERVOIR,MESOTROPHIC
RUSSELL RESERVOIR,NHLAK802010202-07,NHLAK802010202-07,RUSSELL RESERVOIR,MESOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RUST POND,NHLAK700020101-07-01,NHLAK700020101-07-01,RUST POND,OLIGOTROPHIC
RYE POND,NHLAK700030202-04,NHLAK700030202-04,RYE POND,MESOTROPHIC
RYE POND,NHLAK700030202-04,NHLAK700030202-04,RYE POND,MESOTROPHIC
RYE POND,NHLAK700030202-04,NHLAK700030202-04,RYE POND,MESOTROPHIC
RYE POND,NHLAK700030202-04,NHLAK700030202-04,RYE POND,MESOTROPHIC
RYE POND,NHLAK700030202-04,NHLAK700030202-04,RYE POND,MESOTROPHIC
RYE POND,NHLAK700030202-04,NHLAK700060701-01,CLARK POND,MESOTROPHIC
SACO LAKE,NHLAK600020101-02,NHLAK600020101-02,SACO LAKE,OLIGOTROPHIC
SACO LAKE,NHLAK600020101-02,NHLAK600020101-02,SACO LAKE,OLIGOTROPHIC
SACO LAKE,NHLAK600020101-02,NHLAK600020101-02,SACO LAKE,OLIGOTROPHIC
SACO LAKE,NHLAK600020101-02,NHLAK600020101-02,SACO LAKE,OLIGOTROPHIC
SALMON FALLS RIVER DAM,NA,NHIMP600030406-04,SALMON FALLS RIVER - SOUTH BERWICK DAM,EUTROPHIC
SALMON FALLS RIVER DAM,NA,NHIMP600030406-02,SALMON FALLS RIVER - LOWER GREAT FALLS DAM,MESOTROPHIC
SALMON FALLS RIVER DAM,NA,NHIMP600030406-04,SALMON FALLS RIVER - SOUTH BERWICK DAM,EUTROPHIC
SALMON FALLS RIVER DAM,NA,NHIMP600030406-02,SALMON FALLS RIVER - LOWER GREAT FALLS DAM,MESOTROPHIC
SALTMARSH POND,NHLAK700020110-05,NHLAK700020110-05,SALTMARSH POND,MESOTROPHIC
SALTMARSH POND,NHLAK700020110-05,NHLAK700020110-05,SALTMARSH POND,MESOTROPHIC
SALTMARSH POND,NHLAK700020110-05,NHLAK700020110-05,SALTMARSH POND,MESOTROPHIC
SANBORN POND,NHLAK700060501-06,NHLAK700060501-06,SANBORN POND,EUTROPHIC
SANBORN POND,NHLAK700060501-06,NHLAK700060501-06,SANBORN POND,EUTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010303-07,NHLAK802010303-07,SAND POND,MESOTROPHIC
SAND POND,NHLAK802010303-07,NHLAK802010303-07,SAND POND,MESOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010303-07,NHLAK802010303-07,SAND POND,MESOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK600021001-02,NHLAK600021001-02,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK600021001-02,NHLAK600021001-02,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK600021001-02,NHLAK600021001-02,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010303-07,NHLAK802010303-07,SAND POND,MESOTROPHIC
SAND POND,NHLAK802010303-07,NHLAK802010303-07,SAND POND,MESOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SAND POND,NHLAK802010101-08,NHLAK802010101-08,SAND POND,OLIGOTROPHIC
SANDY POND,NHLAK802010402-01,NHLAK802010402-01,SANDY POND,MESOTROPHIC
SANDY POND,NHLAK700060804-01,NHLAK700060804-03-01,SANDY POND - CAMP FOSTER POND,EUTROPHIC
SANDY POND,NHLAK802010402-01,NHLAK802010402-01,SANDY POND,MESOTROPHIC
SANDY POND,NHLAK802010402-01,NHLAK802010402-01,SANDY POND,MESOTROPHIC
SANDY POND,NHLAK802010402-01,NHLAK802010402-01,SANDY POND,MESOTROPHIC
SANDY POND,NHLAK700060804-01,NHLAK700060804-03-01,SANDY POND - CAMP FOSTER POND,EUTROPHIC
SARGENT LAKE,NHLAK700020202-04,NHLAK700020202-04,SARGENT LAKE,MESOTROPHIC
SARGENT LAKE,NHLAK700020202-04,NHLAK700020202-04,SARGENT LAKE,MESOTROPHIC
SARGENTS POND,NHLAK700020101-02,NHLAK700020101-02,SARGENTS POND,MESOTROPHIC
SARGENTS POND,NHLAK700020101-02,NHLAK700020101-02,SARGENTS POND,MESOTROPHIC
SARGENTS POND,NHLAK700020101-02,NHLAK700020101-02,SARGENTS POND,MESOTROPHIC
SARGENTS POND,NHLAK700020101-02,NHLAK700020101-02,SARGENTS POND,MESOTROPHIC
SAWYER LAKE,NHLAK700020202-05,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER LAKE,NHLAK700020202-05,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER LAKE,NHLAK700020202-05,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER LAKE,NHLAK700020202-05,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER LAKE,NHLAK700020202-05,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER LAKE,NHLAK700020202-05,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER LAKE,NHLAK700020202-05,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER LAKE,NHLAK700020202-05,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER POND,NHLAK600020102-01,NHLAK600020102-01,SAWYER POND,OLIGOTROPHIC
SAWYER POND,NHLAK600020102-01,NHLAK700020202-05,SAWYER LAKE,OLIGOTROPHIC
SAWYER POND,NHLAK600020102-01,NHLAK600020102-01,SAWYER POND,OLIGOTROPHIC
SAWYER POND,NHLAK600020102-01,NHLAK600020102-01,SAWYER POND,OLIGOTROPHIC
SCHOOL POND,NHLAK700010702-02,NHLAK700010702-02,SCHOOL POND,MESOTROPHIC
SCHOOL POND,NHLAK700010702-02,NHLAK700010702-02,SCHOOL POND,MESOTROPHIC
SCOBIE POND,NHLAK700061203-07,NHLAK700061203-07,SCOBIE POND,MESOTROPHIC
SCOBIE POND,NHLAK700061203-07,NHLAK700061203-07,SCOBIE POND,MESOTROPHIC
SCOTT BROOK - SCOTT BOG POND DAM,NHIMP801010101-01,NHIMP801010101-01,SCOTT BROOK - SCOTT BOG POND DAM,MESOTROPHIC
SCOTT BROOK - SCOTT BOG POND DAM,NHIMP801010101-01,NHIMP801010101-01,SCOTT BROOK - SCOTT BOG POND DAM,MESOTROPHIC
SCOTT BROOK - SCOTT BOG POND DAM,NHIMP801010101-01,NHIMP801010101-01,SCOTT BROOK - SCOTT BOG POND DAM,MESOTROPHIC
SCOTT BROOK - SCOTT BOG POND DAM,NHIMP801010101-01,NHIMP801010101-01,SCOTT BROOK - SCOTT BOG POND DAM,MESOTROPHIC
SCOTT POND,NHLAK802020102-01,NHLAK802020102-01,SCOTT POND,EUTROPHIC
SCOTT POND,NHLAK802020102-01,NHLAK802020102-01,SCOTT POND,EUTROPHIC
SCOTT POND,NHLAK802020102-01,NHLAK802020102-01,SCOTT POND,EUTROPHIC
SCOTT POND,NHLAK802020102-01,NHLAK802020102-01,SCOTT POND,EUTROPHIC
SEAVER RESERVOIR,NHLAK802010202-08,NHLAK802010202-08,SEAVER RESERVOIR,MESOTROPHIC
SEAVER RESERVOIR,NHLAK802010202-08,NHLAK802010202-08,SEAVER RESERVOIR,MESOTROPHIC
SEAVER RESERVOIR,NHLAK802010202-08,NHLAK802010202-08,SEAVER RESERVOIR,MESOTROPHIC
SEAVEY POND,NHLAK700061102-08,NHLAK700061102-08,SEAVEY POND,EUTROPHIC
SEAVEY POND,NHLAK700061102-08,NHLAK700061102-08,SEAVEY POND,EUTROPHIC
SEAVEY POND,NHLAK700061102-08,NHLAK700061102-08,SEAVEY POND,EUTROPHIC
SEAVEY POND,NHLAK700061102-08,NHLAK700061102-08,SEAVEY POND,EUTROPHIC
SEAVEY POND,NHLAK700061102-08,NHLAK700061102-08,SEAVEY POND,EUTROPHIC
SEAVEY POND,NHLAK700061102-08,NHLAK700061102-08,SEAVEY POND,EUTROPHIC
SEBBINS POND,NHLAK700060804-02,NHLAK700060804-02,SEBBINS POND,MESOTROPHIC
SEBBINS POND,NHLAK700060804-02,NHLAK700060804-02,SEBBINS POND,MESOTROPHIC
SEBBINS POND,NHLAK700060804-02,NHLAK700060804-02,SEBBINS POND,MESOTROPHIC
SEBBINS POND,NHLAK700060804-02,NHLAK700060804-02,SEBBINS POND,MESOTROPHIC
SEBBINS POND,NHLAK700060804-02,NHLAK700060804-02,SEBBINS POND,MESOTROPHIC
SEBBINS POND,NHLAK700060804-02,NHLAK700060804-02,SEBBINS POND,MESOTROPHIC
SEBBINS POND,NHLAK700060804-02,NHLAK700060804-02,SEBBINS POND,MESOTROPHIC
SEBBINS POND,NHLAK700060804-02,NHLAK700060804-02,SEBBINS POND,MESOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SECOND CONNECTICUT LAKE,NHLAK801010101-01,NHLAK801010101-01,SECOND CONNECTICUT LAKE,OLIGOTROPHIC
SESSIONS POND,NHLAK400010602-13,NHLAK400010602-13,SESSIONS POND,OLIGOTROPHIC
SESSIONS POND,NHLAK400010602-13,NHLAK400010602-13,SESSIONS POND,OLIGOTROPHIC
SHADOW LAKE,NHLAK700061102-09-01,NHLAK700061102-09-01,SHADOW LAKE,MESOTROPHIC
SHADOW LAKE,NHLAK700061102-09-01,NHLAK700061102-09-01,SHADOW LAKE,MESOTROPHIC
SHADOW LAKE,NHLAK700061102-09-01,NHLAK700061102-09-01,SHADOW LAKE,MESOTROPHIC
SHADOW LAKE,NHLAK700061102-09-01,NHLAK700061102-09-01,SHADOW LAKE,MESOTROPHIC
SHADOW LAKE,NHLAK700061102-09-01,NHLAK700061102-09-01,SHADOW LAKE,MESOTROPHIC
SHATTUCK POND,NHLAK700060604-02,NHLAK700060604-02,SHATTUCK POND,MESOTROPHIC
SHATTUCK POND,NHLAK700060604-02,NHLAK700060604-02,SHATTUCK POND,MESOTROPHIC
SHATTUCK POND,NHLAK700060604-02,NHLAK700060604-02,SHATTUCK POND,MESOTROPHIC
SHAW POND,NHLAK600020803-08,NHLAK600020803-08,SHAW POND,MESOTROPHIC
SHAW POND,NHLAK600020803-08,NHLAK600020803-08,SHAW POND,MESOTROPHIC
SHAW POND,NHLAK600020803-08,NHLAK600020803-08,SHAW POND,MESOTROPHIC
SHAW POND,NHLAK600020803-08,NHLAK600020803-08,SHAW POND,MESOTROPHIC
SHAW POND,NHLAK700060101-01,NHLAK700060101-01,SHAW POND,EUTROPHIC
SHAW POND,NHLAK700060101-01,NHLAK700060101-01,SHAW POND,EUTROPHIC
SHAWS POND,NHLAK700020101-03,NHLAK700020101-03,SHAWS POND,MESOTROPHIC
SHAWS POND,NHLAK700020101-03,NHLAK700020101-03,SHAWS POND,MESOTROPHIC
SHAWS POND,NHLAK700020101-03,NHLAK700020101-03,SHAWS POND,MESOTROPHIC
SHAWS POND,NHLAK700020101-03,NHLAK700020101-03,SHAWS POND,MESOTROPHIC
SHAWS POND,NHLAK700020101-03,NHLAK700020101-03,SHAWS POND,MESOTROPHIC
SHELLCAMP POND,NHLAK700060201-05,NHLAK700060201-05,SHELLCAMP POND,MESOTROPHIC
SHELLCAMP POND,NHLAK700060201-05,NHLAK700060201-05,SHELLCAMP POND,MESOTROPHIC
SHELLCAMP POND,NHLAK700060201-05,NHLAK700060201-05,SHELLCAMP POND,MESOTROPHIC
SHELLCAMP POND,NHLAK700060201-05,NHLAK700060201-05,SHELLCAMP POND,MESOTROPHIC
SHELLCAMP POND,NHLAK700060201-05,NHLAK700060201-05,SHELLCAMP POND,MESOTROPHIC
SHELLCAMP POND,NHLAK700060201-05,NHLAK700060201-05,SHELLCAMP POND,MESOTROPHIC
SHELLCAMP POND,NHLAK700060201-05,NHLAK700060201-05,SHELLCAMP POND,MESOTROPHIC
SHELLCAMP POND,NHLAK700060201-05,NHLAK700060201-05,SHELLCAMP POND,MESOTROPHIC
SHINGLE POND,NHLAK600020302-02,NHLAK600020302-02,SHINGLE POND,EUTROPHIC
SHINGLE POND,NHLAK600020302-02,NHLAK600020302-02,SHINGLE POND,EUTROPHIC
SHOAL POND,NHLAK700010102-03,NHLAK700010102-03,SHOAL POND,MESOTROPHIC
SHOAL POND,NHLAK700010102-03,NHLAK700010102-03,SHOAL POND,MESOTROPHIC
SHOAL POND,NHLAK700010102-03,NHLAK700010102-03,SHOAL POND,MESOTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SHOWELL POND,NHLAK600030802-04,NHLAK600030802-04,SHOWELL POND,EUTROPHIC
SIGNAL POND,NHLAK400010602-14,NHLAK400010602-14,SIGNAL POND,MESOTROPHIC
SIGNAL POND,NHLAK400010602-14,NHLAK400010602-14,SIGNAL POND,MESOTROPHIC
SILVER BROOK - SILVER LAKE UPPER POND,NHIMP700030304-04-01,NHIMP700030304-04-01,SILVER BROOK - SILVER LAKE UPPER POND,MESOTROPHIC
SILVER BROOK - SILVER LAKE UPPER POND,NHIMP700030304-04-01,NHIMP700030304-04-01,SILVER BROOK - SILVER LAKE UPPER POND,MESOTROPHIC
SILVER LAKE,NHLAK700020203-01,NHLAK700020203-01,SILVER LAKE,MESOTROPHIC
SILVER LAKE,NHLAK802010202-09,NHLAK802010202-09,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700020203-01,NHLAK700020203-01,SILVER LAKE,MESOTROPHIC
SILVER LAKE,NHLAK700020203-01,NHLAK700020203-01,SILVER LAKE,MESOTROPHIC
SILVER LAKE,NHLAK802010202-09,NHLAK802010202-09,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK802010202-09,NHLAK802010202-09,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK802010202-09,NHLAK802010202-09,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700020203-01,NHLAK700020203-01,SILVER LAKE,MESOTROPHIC
SILVER LAKE,NA,NHLAK802010202-09,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700020203-01,NHLAK700020203-01,SILVER LAKE,MESOTROPHIC
SILVER LAKE,NHLAK700020203-01,NHLAK700020203-01,SILVER LAKE,MESOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK802010202-09,NHLAK802010202-09,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700020203-01,NHLAK700020203-01,SILVER LAKE,MESOTROPHIC
SILVER LAKE,NHLAK700020203-01,NHLAK700020203-01,SILVER LAKE,MESOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK700061001-02-01,NHLAK700061001-02-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK600020801-06-01,NHLAK600020801-06-01,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK802010202-09,NHLAK802010202-09,SILVER LAKE,OLIGOTROPHIC
SILVER LAKE,NHLAK802010202-09,NHLAK802010202-09,SILVER LAKE,OLIGOTROPHIC
SIMMONS POND,NHLAK700030302-06,NHLAK700030302-06,SIMMONS POND,OLIGOTROPHIC
SIMMONS POND,NHLAK700030302-06,NHLAK700030302-06,SIMMONS POND,OLIGOTROPHIC
SIMPSON POND,NHLAK700061204-04,NHLAK700061204-04,MOECKEL POND,EUTROPHIC
SIP POND,NHLAK802020103-10,NHLAK802020103-10,SIP POND,MESOTROPHIC
SIP POND,NHLAK802020103-10,NHLAK802020103-10,SIP POND,MESOTROPHIC
SIP POND,NHLAK802020103-10,NHLAK802020103-10,SIP POND,MESOTROPHIC
SIP POND,NHLAK802020103-10,NHLAK802020103-10,SIP POND,MESOTROPHIC
SIP POND,NHLAK802020103-10,NHLAK802020103-10,SIP POND,MESOTROPHIC
SIP POND,NHLAK802020103-10,NHLAK802020103-10,SIP POND,MESOTROPHIC
SIP POND,NHLAK802020103-10,NHLAK802020103-10,SIP POND,MESOTROPHIC
SKY POND,NHLAK700010502-04,NHLAK700010502-04,SKY POND,OLIGOTROPHIC
SKY POND,NHLAK700010502-04,NHLAK700010502-04,SKY POND,OLIGOTROPHIC
SKY POND,NHLAK700010502-04,NHLAK700010502-04,SKY POND,OLIGOTROPHIC
SMITH POND,NHLAK700030203-02,NHLAK700030203-02,SMITH POND,OLIGOTROPHIC
SMITH POND,NHLAK700030203-02,NHLAK700030203-02,SMITH POND,OLIGOTROPHIC
