RELLAKE,RELLAKE_WBID,WATERBODYID,WATERBODYNAME,BEST_TROPHIC_CLASS
DEAD POND,NA,NHRIV600030703-10,LAMPREY RIVER,MESOTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEAR MEADOW BROOK - PILLSBURY LAKE,NHIMP700030506-01,NHIMP700030506-01,DEAR MEADOW BROOK - PILLSBURY LAKE,EUTROPHIC
DEER MEADOW POND,NHLAK700060503-03,NHLAK700060503-03,DEER MEADOW POND,EUTROPHIC
DEER MEADOW POND,NHLAK700060503-03,NHLAK700060503-03,DEER MEADOW POND,EUTROPHIC
DEER POND,NHLAK600030704-01,NHLAK600030704-01,DEER POND,EUTROPHIC
DEER POND,NHLAK600030704-01,NHLAK600030704-01,DEER POND,EUTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEERING RESERVOIR,NHLAK700060601-01,NHLAK700060601-01,DEERING RESERVOIR,OLIGOTROPHIC
DEMERITT POND,NHLAK600030705-05,NHLAK600030705-05,DEMERITT POND,EUTROPHIC
DEMERITT POND,NHLAK600030705-05,NHLAK600030705-05,DEMERITT POND,EUTROPHIC
DENNISON POND,NHLAK700060605-05,NHLAK700060605-05,DENNISON POND,EUTROPHIC
DENNISON POND,NHLAK700060605-05,NHLAK700060605-05,DENNISON POND,EUTROPHIC
DERBY POND,NHLAK700010304-02,NHLAK700010304-02,DERBY POND,MESOTROPHIC
DERBY POND,NHLAK700010304-02,NHLAK700010304-02,DERBY POND,MESOTROPHIC
DIAMOND POND,NHLAK400010403-01,NHLAK400010403-01,BIG DIAMOND POND,OLIGOTROPHIC
DIAMOND POND,NHLAK400010403-01,NHLAK400010403-01,BIG DIAMOND POND,OLIGOTROPHIC
DIAMOND POND,NHLAK400010403-01,NHLAK400010403-01,BIG DIAMOND POND,OLIGOTROPHIC
DIAMOND POND,NHLAK400010403-01,NHLAK400010403-01,BIG DIAMOND POND,OLIGOTROPHIC
DICK BROWN POND,NHLAK700010603-01,NHLAK700010603-01,DICK BROWN POND,MESOTROPHIC
DICK BROWN POND,NHLAK700010603-01,NHLAK700010603-01,DICK BROWN POND,MESOTROPHIC
DINSMORE POND,NHLAK700030103-10,NHLAK700030103-10,DINSMORE POND,MESOTROPHIC
DINSMORE POND,NHLAK700030103-10,NHLAK700030103-10,DINSMORE POND,MESOTROPHIC
DINSMORE POND,NHLAK700020103-02,NHLAK700020103-02,DINSMORE POND,MESOTROPHIC
DINSMORE POND,NHLAK700020103-02,NHLAK700020103-02,DINSMORE POND,MESOTROPHIC
DIVOL POND,NHLAK802020103-03,NHLAK802020103-03,DIVOL POND,MESOTROPHIC
DIVOL POND,NHLAK802020103-03,NHLAK802020103-03,DIVOL POND,MESOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK700060605-02,NHLAK700060605-02,DODGE POND,EUTROPHIC
DODGE POND,NHLAK700060605-02,NHLAK700060605-02,DODGE POND,EUTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801070201-02,NHLAK801070201-02,DODGE POND,EUTROPHIC
DODGE POND,NHLAK801070201-02,NHLAK801070201-02,DODGE POND,EUTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801070201-02,NHLAK801070201-02,DODGE POND,EUTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DODGE POND,NHLAK801030502-01,NHLAK801030502-01,DODGE POND,OLIGOTROPHIC
DOLLOF POND,NHLAK600020303-02,NHLAK600020303-02,DOLLOF POND,MESOTROPHIC
DOLLOF POND,NHLAK600020303-02,NHLAK600020303-02,DOLLOF POND,MESOTROPHIC
DORRS POND,NHLAK700060802-01,NHLAK700060802-01,DORRS POND,MESOTROPHIC
DORRS POND,NHLAK700060802-01,NHLAK700060802-01,DORRS POND,MESOTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DOWNING POND,NHLAK700020102-02,NHLAK700020102-02,DOWNING POND,EUTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DREW LAKE,NHLAK700030503-02,NHLAK700030503-02,DREW LAKE,MESOTROPHIC
DUBES POND,NHLAK700060701-03,NHLAK700060701-03,DUBES POND,EUTROPHIC
DUBES POND,NHLAK700060701-03,NHLAK700060701-03,DUBES POND,EUTROPHIC
DUBES POND,NHLAK700060701-03,NHLAK700060701-03,DUBES POND,EUTROPHIC
DUBES POND,NHLAK700060701-03,NHLAK700060701-03,DUBES POND,EUTROPHIC
DUBES POND,NHLAK700060701-03,NHLAK700060701-03,DUBES POND,EUTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NA,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUBLIN POND,NHLAK802010202-05,NHLAK802010202-05,DUBLIN POND,OLIGOTROPHIC
DUCK POND,NHLAK600020804-03,NHLAK600020804-03,DUCK POND,OLIGOTROPHIC
DUCK POND,NHLAK600020804-03,NHLAK600020804-03,DUCK POND,OLIGOTROPHIC
DUDLEY POND,NHLAK700060601-02,NHLAK700060601-02,DUDLEY POND,OLIGOTROPHIC
DUDLEY POND,NHLAK700060601-02,NHLAK700060601-02,DUDLEY POND,OLIGOTROPHIC
DUDLEY POND,NHLAK700060601-02,NHLAK700060601-02,DUDLEY POND,OLIGOTROPHIC
DUNCAN LAKE,NHLAK600020703-01-01,NHLAK600020703-01-01,DUNCAN LAKE,OLIGOTROPHIC
DUNCAN LAKE,NHLAK600020703-01-01,NHLAK600020703-01-01,DUNCAN LAKE,OLIGOTROPHIC
DUNCAN LAKE,NHLAK600020703-01-01,NHLAK600020703-01-01,DUNCAN LAKE,OLIGOTROPHIC
DUNCAN LAKE,NHLAK600020703-01-01,NHLAK600020703-01-01,DUNCAN LAKE,OLIGOTROPHIC
DUNKLEE POND,NHLAK700061001-01,NHLAK700061001-01,DUNKLEE POND,EUTROPHIC
DUNKLEE POND,NHLAK700061001-01,NHLAK700061001-01,DUNKLEE POND,EUTROPHIC
DUNKLEE POND,NHLAK700061001-01,NHLAK700061001-01,DUNKLEE POND,EUTROPHIC
DURAND POND,NHLAK400020101-01,NHLAK400020101-01,DURAND POND,OLIGOTROPHIC
DURAND POND,NHLAK400020101-01,NHLAK400020101-01,DURAND POND,OLIGOTROPHIC
DURAND POND,NHLAK400020101-01,NHLAK400020101-01,DURAND POND,OLIGOTROPHIC
DURGIN POND,NHLAK600020801-03,NHLAK600020801-03,DURGIN POND,EUTROPHIC
DURGIN POND,NHLAK600020801-03,NHLAK600020801-03,DURGIN POND,EUTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
DUTCHMAN POND,NHLAK801060402-06,NHLAK801060402-06,DUTCHMAN POND,OLIGOTROPHIC
EAGLE POND,NHLAK700030401-03,NHLAK700030401-03,EAGLE POND,MESOTROPHIC
EAGLE POND,NHLAK700030401-03,NHLAK700030401-03,EAGLE POND,MESOTROPHIC
EAST INLET FLOWAGE - EAST INLET DAM,NHIMP801010101-02,NHIMP801010101-02,EAST INLET FLOWAGE - EAST INLET DAM,EUTROPHIC
EAST POND,NHLAK700010204-01,NHLAK700010204-01,EAST POND,OLIGOTROPHIC
EAST POND,NHLAK700010204-01,NHLAK700010204-01,EAST POND,OLIGOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-01,ANDERSON POND,EUTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EASTMAN POND,NHLAK801060401-06,NHLAK801060401-06,EASTMAN POND,MESOTROPHIC
EATON POND,NHLAK700060502-04,NHLAK700060502-04,EATON POND,EUTROPHIC
EATON POND,NHLAK700060502-04,NHLAK700060502-04,EATON POND,EUTROPHIC
ECHO LAKE,NA,NHLAK801030302-01-01,ECHO LAKE,OLIGOTROPHIC
ECHO LAKE,NHLAK801030302-01-01,NHLAK801030302-01-01,ECHO LAKE,OLIGOTROPHIC
ECHO LAKE,NHLAK801030302-01-01,NHLAK801030302-01-01,ECHO LAKE,OLIGOTROPHIC
ECHO LAKE,NHLAK801030302-01-01,NHLAK801030302-01-01,ECHO LAKE,OLIGOTROPHIC
ECHO LAKE,NHLAK801030302-01-01,NHLAK801030302-01-01,ECHO LAKE,OLIGOTROPHIC
ECHO LAKE,NHLAK600020302-01-01,NHLAK600020302-01-01,ECHO LAKE,MESOTROPHIC
ECHO LAKE,NHLAK600020302-01-01,NHLAK600020302-01-01,ECHO LAKE,MESOTROPHIC
ECHO LAKE,NHLAK801030302-01-01,NHLAK801030302-01-01,ECHO LAKE,OLIGOTROPHIC
EEL POND,NHLAK600031002-01,NHLAK600031002-01,EEL POND,EUTROPHIC
EEL POND,NHLAK600031002-01,NHLAK600031002-01,EEL POND,EUTROPHIC
EEL POND,NHLAK600031002-01,NHLAK600031002-01,EEL POND,EUTROPHIC
EEL POND,NHLAK600031002-01,NHLAK600031002-01,EEL POND,EUTROPHIC
EEL POND,NHLAK600031002-01,NHLAK600031002-01,EEL POND,EUTROPHIC
ELBOW POND,NHLAK700030403-04,NHLAK700030403-04,ELBOW POND,MESOTROPHIC
ELBOW POND,NHLAK700010203-01,NHLAK700010203-01,ELBOW POND,MESOTROPHIC
ELBOW POND,NHLAK700030403-04,NHLAK700030403-04,ELBOW POND,MESOTROPHIC
ELBOW POND,NHLAK700030403-04,NHLAK700030403-04,ELBOW POND,MESOTROPHIC
ELBOW POND,NHLAK700010203-01,NHLAK700010203-01,ELBOW POND,MESOTROPHIC
ELLSWORTH POND,NHLAK700010206-01,NHLAK700010206-01,ELLSWORTH POND,MESOTROPHIC
ELLSWORTH POND,NHLAK700010206-01,NHLAK700010206-01,ELLSWORTH POND,MESOTROPHIC
EMERSON POND,NHLAK802020103-04,NHLAK802020103-04,EMERSON POND,MESOTROPHIC
EMERSON POND,NHLAK802020103-04,NHLAK802020103-04,EMERSON POND,MESOTROPHIC
EMERSON POND,NHLAK802020103-04,NHLAK802020103-04,EMERSON POND,MESOTROPHIC
EMERSON POND,NHLAK802020103-04,NHLAK802020103-04,EMERSON POND,MESOTROPHIC
EMERSON POND,NHLAK802020103-04,NHLAK802020103-04,EMERSON POND,MESOTROPHIC
EMERSON POND,NHLAK802020103-04,NHLAK802020103-04,EMERSON POND,MESOTROPHIC
EMERSON POND,NHLAK802020103-04,NHLAK802020103-04,EMERSON POND,MESOTROPHIC
EMERSON POND,NHLAK802020103-04,NHLAK802020103-04,EMERSON POND,MESOTROPHIC
ENFIELD RESERVOIR,NHLAK801060105-02,NHLAK801060105-02,ENFIELD RESERVOIR,OLIGOTROPHIC
ENFIELD RESERVOIR,NHLAK801060105-02,NHLAK801060105-02,ENFIELD RESERVOIR,OLIGOTROPHIC
ENFIELD RESERVOIR,NHLAK801060105-02,NHLAK801060105-02,ENFIELD RESERVOIR,OLIGOTROPHIC
ETHAN POND,NHLAK700010101-01,NHLAK700010101-01,ETHAN POND,OLIGOTROPHIC
ETHAN POND,NHLAK700010101-01,NHLAK700010101-01,ETHAN POND,OLIGOTROPHIC
ETHAN POND,NHLAK700010101-01,NHLAK700010101-01,ETHAN POND,OLIGOTROPHIC
EVERETT POOL,NHLAK700060602-01-01,NHLAK700060602-01-01,EVERETT POOL,MESOTROPHIC
EVERETT POOL,NHLAK700060602-01-01,NHLAK700060602-01-01,EVERETT POOL,MESOTROPHIC
EVERETT POOL,NHLAK700060602-01-01,NHLAK700060602-01-01,EVERETT POOL,MESOTROPHIC
EVERETT POOL,NHLAK700060602-01-01,NHLAK700060602-01-01,EVERETT POOL,MESOTROPHIC
EVERETT POOL,NHLAK700060602-01-01,NHLAK700060602-01-01,EVERETT POOL,MESOTROPHIC
EZEKIEL POND,NHLAK700061102-04,NHLAK700061102-04,EZEKIEL POND,MESOTROPHIC
EZEKIEL POND,NHLAK700061102-04,NHLAK700061102-04,EZEKIEL POND,MESOTROPHIC
FALLS POND,NHLAK600020202-01,NHLAK600020202-01,FALLS POND,OLIGOTROPHIC
FALLS POND,NHLAK600020202-01,NHLAK600020202-01,FALLS POND,OLIGOTROPHIC
FALLS POND,NHLAK600020202-01,NHLAK600020202-01,FALLS POND,OLIGOTROPHIC
FERRIN POND,NHLAK700060605-03,NHLAK700060605-03,FERRIN POND,MESOTROPHIC
FERRIN POND,NHLAK700060605-03,NHLAK700060605-03,FERRIN POND,MESOTROPHIC
FERRIN POND,NHLAK700060605-03,NHLAK700060605-03,FERRIN POND,MESOTROPHIC
FERRIN POND,NHLAK700060605-03,NHLAK700060605-03,FERRIN POND,MESOTROPHIC
FIRST CONNECTICUT LAKE,NHLAK801010102-02,NHLAK801010102-02,FIRST CONNECTICUT LAKE,OLIGOTROPHIC
FIRST CONNECTICUT LAKE,NHLAK801010102-02,NHLAK801010102-02,FIRST CONNECTICUT LAKE,OLIGOTROPHIC
FIRST CONNECTICUT LAKE,NHLAK801010102-02,NHLAK801010102-02,FIRST CONNECTICUT LAKE,OLIGOTROPHIC
FIRST CONNECTICUT LAKE,NHLAK801010102-02,NHLAK801010102-02,FIRST CONNECTICUT LAKE,OLIGOTROPHIC
FISH POND,NHLAK801010403-02,NHLAK801010403-02,FISH POND,MESOTROPHIC
FISH POND,NHLAK801010403-02,NHLAK801010403-02,FISH POND,MESOTROPHIC
FLAGHOLE POND,NHLAK700030507-01,NHLAK700030507-01,FLAGHOLE POND,MESOTROPHIC
FLAGHOLE POND,NHLAK700030507-01,NHLAK700030507-01,FLAGHOLE POND,MESOTROPHIC
FLAT MOUNTAIN POND (1&2),NHLAK600020602-02,NHLAK600020602-02,FLAT MOUNTAIN POND (1&2),MESOTROPHIC
FLAT MOUNTAIN POND (1&2),NHLAK600020602-02,NHLAK600020602-02,FLAT MOUNTAIN POND (1&2),MESOTROPHIC
FLAT MOUNTAIN POND (1&2),NHLAK600020602-02,NHLAK600020602-02,FLAT MOUNTAIN POND (1&2),MESOTROPHIC
FLETCHER POND,NHLAK802010101-03,NHLAK802010101-03,FLETCHER POND,MESOTROPHIC
FLETCHER POND,NHLAK802010101-03,NHLAK802010101-03,FLETCHER POND,MESOTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
FLINTS POND,NHLAK700040402-01,NHLAK700040402-01,FLINTS POND,EUTROPHIC
